"","subject","node.i","node.j","value"
"5652",2,9,8,0
"6402",2,9,9,-1
"7152",2,9,10,0.525400142160253
"7902",2,9,11,0
"8652",2,9,12,0
"9402",2,9,13,0
"10152",2,9,14,0
"10902",2,9,15,0
"452",2,10,1,0
"1202",2,10,2,0
"1952",2,10,3,0
"2702",2,10,4,0
"3452",2,10,5,0
"4202",2,10,6,0
"4952",2,10,7,0
"5702",2,10,8,0
"6452",2,10,9,0
"7202",2,10,10,-1
"7952",2,10,11,0
"8702",2,10,12,0
"9452",2,10,13,0
"10202",2,10,14,0
"10952",2,10,15,0
"502",2,11,1,0
"1252",2,11,2,0
"2002",2,11,3,0
"2752",2,11,4,0
"3502",2,11,5,0
"4252",2,11,6,0
"5002",2,11,7,0
"5752",2,11,8,0
"6502",2,11,9,0
"7252",2,11,10,0
"8002",2,11,11,-1
"8752",2,11,12,0.255903556809898
"9502",2,11,13,0
"10252",2,11,14,0
"11002",2,11,15,0.481562228887614
"552",2,12,1,0
"1302",2,12,2,0
"2052",2,12,3,0
"2802",2,12,4,0
"3552",2,12,5,0
"4302",2,12,6,0
"5052",2,12,7,0
"5802",2,12,8,0
"6552",2,12,9,0
"7302",2,12,10,0
"8052",2,12,11,0
"8802",2,12,12,-1
"9552",2,12,13,0.457114762365818
"10302",2,12,14,0
"11052",2,12,15,0
"602",2,13,1,0
"1352",2,13,2,0
"2102",2,13,3,0
"2852",2,13,4,0
"3602",2,13,5,0
"4352",2,13,6,0
"5102",2,13,7,0
"5852",2,13,8,0
"6602",2,13,9,0
"7352",2,13,10,0
"8102",2,13,11,0
"8852",2,13,12,0
"9602",2,13,13,-1
"10352",2,13,14,0.360011442228464
"11102",2,13,15,0
"652",2,14,1,0
"1402",2,14,2,0
"2152",2,14,3,0
"2902",2,14,4,0
"3652",2,14,5,0
"4402",2,14,6,0
"5152",2,14,7,0
"5902",2,14,8,0
"6652",2,14,9,0
"7402",2,14,10,0
"8152",2,14,11,0
"8902",2,14,12,0
"9652",2,14,13,0
"10402",2,14,14,-1
"11152",2,14,15,0.468999737546435
"702",2,15,1,0
"1452",2,15,2,0
"2202",2,15,3,0
"2952",2,15,4,0
"3702",2,15,5,0
"4452",2,15,6,0
"5202",2,15,7,0
"5952",2,15,8,0
"6702",2,15,9,0
"7452",2,15,10,0
"8202",2,15,11,0
"8952",2,15,12,0
"9702",2,15,13,0
"10452",2,15,14,0
"11202",2,15,15,-1
"3",3,1,1,-1
"753",3,1,2,0.519083807424337
"1503",3,1,3,0
"2253",3,1,4,0
"3003",3,1,5,0.239591443799884
"3753",3,1,6,0
"4503",3,1,7,0
"5253",3,1,8,0
"6003",3,1,9,0
"6753",3,1,10,0
"7503",3,1,11,0
"8253",3,1,12,0
"9003",3,1,13,0
"9753",3,1,14,0
"10503",3,1,15,0
"53",3,2,1,0
"803",3,2,2,-1
"1553",3,2,3,0.279754288522606
"2303",3,2,4,0
"3053",3,2,5,0
"3803",3,2,6,0
"4553",3,2,7,0
"5303",3,2,8,0
"6053",3,2,9,0
"6803",3,2,10,0
"7553",3,2,11,0
"8303",3,2,12,0
"9053",3,2,13,0
"9803",3,2,14,0
"10553",3,2,15,0
"103",3,3,1,0
"853",3,3,2,0
"1603",3,3,3,-1
"2353",3,3,4,0.398021044223123
"3103",3,3,5,0
"3853",3,3,6,0
"4603",3,3,7,0
"5353",3,3,8,0.461446304889548
"6103",3,3,9,0
"6853",3,3,10,0
"7603",3,3,11,0
"8353",3,3,12,0
"9103",3,3,13,0.450774078534199
"9853",3,3,14,0
"10603",3,3,15,0
"153",3,4,1,0
"903",3,4,2,0
"1653",3,4,3,0
"2403",3,4,4,-1
"3153",3,4,5,0.384328270116802
"3903",3,4,6,0
"4653",3,4,7,0
"5403",3,4,8,0
"6153",3,4,9,0
"6903",3,4,10,0
"7653",3,4,11,0
"8403",3,4,12,0
"9153",3,4,13,0
"9903",3,4,14,0
"10653",3,4,15,0
"203",3,5,1,0
"953",3,5,2,0
"1703",3,5,3,0
"2453",3,5,4,0
"3203",3,5,5,-1
"3953",3,5,6,0
"4703",3,5,7,0
"5453",3,5,8,0
"6203",3,5,9,0
"6953",3,5,10,0
"7703",3,5,11,0
"8453",3,5,12,0
"9203",3,5,13,0
"9953",3,5,14,0
"10703",3,5,15,0
"253",3,6,1,0
"1003",3,6,2,0
"1753",3,6,3,0
"2503",3,6,4,0
"3253",3,6,5,0
"4003",3,6,6,-1
"4753",3,6,7,0.425730423467749
"5503",3,6,8,0
"6253",3,6,9,0
"7003",3,6,10,0.452874301096223
"7753",3,6,11,0
"8503",3,6,12,0
"9253",3,6,13,0
"10003",3,6,14,0
"10753",3,6,15,0
"303",3,7,1,0
"1053",3,7,2,0
"1803",3,7,3,0
"2553",3,7,4,0
"3303",3,7,5,0
"4053",3,7,6,0
"4803",3,7,7,-1
"5553",3,7,8,0.294352707191852
"6303",3,7,9,0
"7053",3,7,10,0
"7803",3,7,11,0
"8553",3,7,12,0
"9303",3,7,13,0
"10053",3,7,14,0
"10803",3,7,15,0
"353",3,8,1,0
"1103",3,8,2,0
"1853",3,8,3,0
"2603",3,8,4,0
"3353",3,8,5,0
"4103",3,8,6,0
"4853",3,8,7,0
"5603",3,8,8,-1
"6353",3,8,9,0.541514148587234
"7103",3,8,10,0
"7853",3,8,11,0
"8603",3,8,12,0
"9353",3,8,13,0.569242987019052
"10103",3,8,14,0
"10853",3,8,15,0
"403",3,9,1,0
"1153",3,9,2,0
"1903",3,9,3,0
"2653",3,9,4,0
"3403",3,9,5,0
"4153",3,9,6,0
"4903",3,9,7,0
"5653",3,9,8,0
"6403",3,9,9,-1
"7153",3,9,10,0.319490959580312
"7903",3,9,11,0
"8653",3,9,12,0
"9403",3,9,13,0
"10153",3,9,14,0
"10903",3,9,15,0
"453",3,10,1,0
"1203",3,10,2,0
"1953",3,10,3,0
"2703",3,10,4,0
"3453",3,10,5,0
"4203",3,10,6,0
"4953",3,10,7,0
"5703",3,10,8,0
"6453",3,10,9,0
"7203",3,10,10,-1
"7953",3,10,11,0
"8703",3,10,12,0
"9453",3,10,13,0
"10203",3,10,14,0
"10953",3,10,15,0
"503",3,11,1,0
"1253",3,11,2,0
"2003",3,11,3,0
"2753",3,11,4,0
"3503",3,11,5,0
"4253",3,11,6,0
"5003",3,11,7,0
"5753",3,11,8,0
"6503",3,11,9,0
"7253",3,11,10,0
"8003",3,11,11,-1
"8753",3,11,12,0.421932067266762
"9503",3,11,13,0
"10253",3,11,14,0
"11003",3,11,15,0.298936629352575
"553",3,12,1,0
"1303",3,12,2,0
"2053",3,12,3,0
"2803",3,12,4,0
"3553",3,12,5,0
"4303",3,12,6,0
"5053",3,12,7,0
"5803",3,12,8,0
"6553",3,12,9,0
"7303",3,12,10,0
"8053",3,12,11,0
"8803",3,12,12,-1
"9553",3,12,13,0.307809837564446
"10303",3,12,14,0
"11053",3,12,15,0
"603",3,13,1,0
"1353",3,13,2,0
"2103",3,13,3,0
"2853",3,13,4,0
"3603",3,13,5,0
"4353",3,13,6,0
"5103",3,13,7,0
"5853",3,13,8,0
"6603",3,13,9,0
"7353",3,13,10,0
"8103",3,13,11,0
"8853",3,13,12,0
"9603",3,13,13,-1
"10353",3,13,14,0.2
"11103",3,13,15,0
"653",3,14,1,0
"1403",3,14,2,0
"2153",3,14,3,0
"2903",3,14,4,0
"3653",3,14,5,0
"4403",3,14,6,0
"5153",3,14,7,0
"5903",3,14,8,0
"6653",3,14,9,0
"7403",3,14,10,0
"8153",3,14,11,0
"8903",3,14,12,0
"9653",3,14,13,0
"10403",3,14,14,-1
"11153",3,14,15,0.394081217547881
"703",3,15,1,0
"1453",3,15,2,0
"2203",3,15,3,0
"2953",3,15,4,0
"3703",3,15,5,0
"4453",3,15,6,0
"5203",3,15,7,0
"5953",3,15,8,0
"6703",3,15,9,0
"7453",3,15,10,0
"8203",3,15,11,0
"8953",3,15,12,0
"9703",3,15,13,0
"10453",3,15,14,0
"11203",3,15,15,-1
"4",4,1,1,-1
"754",4,1,2,0.459128258692418
"1504",4,1,3,0
"2254",4,1,4,0
"3004",4,1,5,0.398048933046971
"3754",4,1,6,0
"4504",4,1,7,0
"5254",4,1,8,0
"6004",4,1,9,0
"6754",4,1,10,0
"7504",4,1,11,0
"8254",4,1,12,0
"9004",4,1,13,0
"9754",4,1,14,0
"10504",4,1,15,0
"54",4,2,1,0
"804",4,2,2,-1
"1554",4,2,3,0.335640479731747
"2304",4,2,4,0
"3054",4,2,5,0
"3804",4,2,6,0
"4554",4,2,7,0
"5304",4,2,8,0
"6054",4,2,9,0
"6804",4,2,10,0
"7554",4,2,11,0
"8304",4,2,12,0
"9054",4,2,13,0
"9804",4,2,14,0
"10554",4,2,15,0
"104",4,3,1,0
"854",4,3,2,0
"1604",4,3,3,-1
"2354",4,3,4,0.438033725171391
"3104",4,3,5,0
"3854",4,3,6,0
"4604",4,3,7,0
"5354",4,3,8,0.467708918759731
"6104",4,3,9,0
"6854",4,3,10,0
"7604",4,3,11,0
"8354",4,3,12,0
"9104",4,3,13,0.456890020520072
"9854",4,3,14,0
"10604",4,3,15,0
"154",4,4,1,0
"904",4,4,2,0
"1654",4,4,3,0
"2404",4,4,4,-1
"3154",4,4,5,0.299088447565922
"3904",4,4,6,0
"4654",4,4,7,0
"5404",4,4,8,0
"6154",4,4,9,0
"6904",4,4,10,0
"7654",4,4,11,0
"8404",4,4,12,0
"9154",4,4,13,0
"9904",4,4,14,0
"10654",4,4,15,0
"204",4,5,1,0
"954",4,5,2,0
"1704",4,5,3,0
"2454",4,5,4,0
"3204",4,5,5,-1
"3954",4,5,6,0
"4704",4,5,7,0
"5454",4,5,8,0
"6204",4,5,9,0
"6954",4,5,10,0
"7704",4,5,11,0
"8454",4,5,12,0
"9204",4,5,13,0
"9954",4,5,14,0
"10704",4,5,15,0
"254",4,6,1,0
"1004",4,6,2,0
"1754",4,6,3,0
"2504",4,6,4,0
"3254",4,6,5,0
"4004",4,6,6,-1
"4754",4,6,7,0.395177921085469
"5504",4,6,8,0
"6254",4,6,9,0
"7004",4,6,10,0.212600974235904
"7754",4,6,11,0
"8504",4,6,12,0
"9254",4,6,13,0
"10004",4,6,14,0
"10754",4,6,15,0
"304",4,7,1,0
"1054",4,7,2,0
"1804",4,7,3,0
"2554",4,7,4,0
"3304",4,7,5,0
"4054",4,7,6,0
"4804",4,7,7,-1
"5554",4,7,8,0.400004319184163
"6304",4,7,9,0
"7054",4,7,10,0
"7804",4,7,11,0
"8554",4,7,12,0
"9304",4,7,13,0
"10054",4,7,14,0
"10804",4,7,15,0
"354",4,8,1,0
"1104",4,8,2,0
"1854",4,8,3,0
"2604",4,8,4,0
"3354",4,8,5,0
"4104",4,8,6,0
"4854",4,8,7,0
"5604",4,8,8,-1
"6354",4,8,9,0.368214054875231
"7104",4,8,10,0
"7854",4,8,11,0
"8604",4,8,12,0
"9354",4,8,13,0.374435458436804
"10104",4,8,14,0
"10854",4,8,15,0
"404",4,9,1,0
"1154",4,9,2,0
"1904",4,9,3,0
"2654",4,9,4,0
"3404",4,9,5,0
"4154",4,9,6,0
"4904",4,9,7,0
"5654",4,9,8,0
"6404",4,9,9,-1
"7154",4,9,10,0.509500373878749
"7904",4,9,11,0
"8654",4,9,12,0
"9404",4,9,13,0
"10154",4,9,14,0
"10904",4,9,15,0
"454",4,10,1,0
"1204",4,10,2,0
"1954",4,10,3,0
"2704",4,10,4,0
"3454",4,10,5,0
"4204",4,10,6,0
"4954",4,10,7,0
"5704",4,10,8,0
"6454",4,10,9,0
"7204",4,10,10,-1
"7954",4,10,11,0
"8704",4,10,12,0
"9454",4,10,13,0
"10204",4,10,14,0
"10954",4,10,15,0
"504",4,11,1,0
"1254",4,11,2,0
"2004",4,11,3,0
"2754",4,11,4,0
"3504",4,11,5,0
"4254",4,11,6,0
"5004",4,11,7,0
"5754",4,11,8,0
"6504",4,11,9,0
"7254",4,11,10,0
"8004",4,11,11,-1
"8754",4,11,12,0.442818327304516
"9504",4,11,13,0
"10254",4,11,14,0
"11004",4,11,15,0.404031403161844
"554",4,12,1,0
"1304",4,12,2,0
"2054",4,12,3,0
"2804",4,12,4,0
"3554",4,12,5,0
"4304",4,12,6,0
"5054",4,12,7,0
"5804",4,12,8,0
"6554",4,12,9,0
"7304",4,12,10,0
"8054",4,12,11,0
"8804",4,12,12,-1
"9554",4,12,13,0.489563847121175
"10304",4,12,14,0
"11054",4,12,15,0
"604",4,13,1,0
"1354",4,13,2,0
"2104",4,13,3,0
"2854",4,13,4,0
"3604",4,13,5,0
"4354",4,13,6,0
"5104",4,13,7,0
"5854",4,13,8,0
"6604",4,13,9,0
"7354",4,13,10,0
"8104",4,13,11,0
"8854",4,13,12,0
"9604",4,13,13,-1
"10354",4,13,14,0.473095733842945
"11104",4,13,15,0
"654",4,14,1,0
"1404",4,14,2,0
"2154",4,14,3,0
"2904",4,14,4,0
"3654",4,14,5,0
"4404",4,14,6,0
"5154",4,14,7,0
"5904",4,14,8,0
"6654",4,14,9,0
"7404",4,14,10,0
"8154",4,14,11,0
"8904",4,14,12,0
"9654",4,14,13,0
"10404",4,14,14,-1
"11154",4,14,15,0.45778573463308
"704",4,15,1,0
"1454",4,15,2,0
"2204",4,15,3,0
"2954",4,15,4,0
"3704",4,15,5,0
"4454",4,15,6,0
"5204",4,15,7,0
"5954",4,15,8,0
"6704",4,15,9,0
"7454",4,15,10,0
"8204",4,15,11,0
"8954",4,15,12,0
"9704",4,15,13,0
"10454",4,15,14,0
"11204",4,15,15,-1
"5",5,1,1,-1
"755",5,1,2,0.362253104447764
"1505",5,1,3,0
"2255",5,1,4,0
"3005",5,1,5,0.411844483705412
"3755",5,1,6,0
"4505",5,1,7,0
"5255",5,1,8,0
"6005",5,1,9,0
"6755",5,1,10,0
"7505",5,1,11,0
"8255",5,1,12,0
"9005",5,1,13,0
"9755",5,1,14,0
"10505",5,1,15,0
"55",5,2,1,0
"805",5,2,2,-1
"1555",5,2,3,0.370411288999644
"2305",5,2,4,0
"3055",5,2,5,0
"3805",5,2,6,0
"4555",5,2,7,0
"5305",5,2,8,0
"6055",5,2,9,0
"6805",5,2,10,0
"7555",5,2,11,0
"8305",5,2,12,0
"9055",5,2,13,0
"9805",5,2,14,0
"10555",5,2,15,0
"105",5,3,1,0
"855",5,3,2,0
"1605",5,3,3,-1
"2355",5,3,4,0.252486549414474
"3105",5,3,5,0
"3855",5,3,6,0
"4605",5,3,7,0
"5355",5,3,8,0.32579552478664
"6105",5,3,9,0
"6855",5,3,10,0
"7605",5,3,11,0
"8355",5,3,12,0
"9105",5,3,13,0.508229495315533
"9855",5,3,14,0
"10605",5,3,15,0
"155",5,4,1,0
"905",5,4,2,0
"1655",5,4,3,0
"2405",5,4,4,-1
"3155",5,4,5,0.376599595234397
"3905",5,4,6,0
"4655",5,4,7,0
"5405",5,4,8,0
"6155",5,4,9,0
"6905",5,4,10,0
"7655",5,4,11,0
"8405",5,4,12,0
"9155",5,4,13,0
"9905",5,4,14,0
"10655",5,4,15,0
"205",5,5,1,0
"955",5,5,2,0
"1705",5,5,3,0
"2455",5,5,4,0
"3205",5,5,5,-1
"3955",5,5,6,0
"4705",5,5,7,0
"5455",5,5,8,0
"6205",5,5,9,0
"6955",5,5,10,0
"7705",5,5,11,0
"8455",5,5,12,0
"9205",5,5,13,0
"9955",5,5,14,0
"10705",5,5,15,0
"255",5,6,1,0
"1005",5,6,2,0
"1755",5,6,3,0
"2505",5,6,4,0
"3255",5,6,5,0
"4005",5,6,6,-1
"4755",5,6,7,0.431480904339506
"5505",5,6,8,0
"6255",5,6,9,0
"7005",5,6,10,0.479904861814778
"7755",5,6,11,0
"8505",5,6,12,0
"9255",5,6,13,0
"10005",5,6,14,0
"10755",5,6,15,0
"305",5,7,1,0
"1055",5,7,2,0
"1805",5,7,3,0
"2555",5,7,4,0
"3305",5,7,5,0
"4055",5,7,6,0
"4805",5,7,7,-1
"5555",5,7,8,0.544350824434982
"6305",5,7,9,0
"7055",5,7,10,0
"7805",5,7,11,0
"8555",5,7,12,0
"9305",5,7,13,0
"10055",5,7,14,0
"10805",5,7,15,0
"355",5,8,1,0
"1105",5,8,2,0
"1855",5,8,3,0
"2605",5,8,4,0
"3355",5,8,5,0
"4105",5,8,6,0
"4855",5,8,7,0
"5605",5,8,8,-1
"6355",5,8,9,0.364902526167226
"7105",5,8,10,0
"7855",5,8,11,0
"8605",5,8,12,0
"9355",5,8,13,0.386850029705473
"10105",5,8,14,0
"10855",5,8,15,0
"405",5,9,1,0
"1155",5,9,2,0
"1905",5,9,3,0
"2655",5,9,4,0
"3405",5,9,5,0
"4155",5,9,6,0
"4905",5,9,7,0
"5655",5,9,8,0
"6405",5,9,9,-1
"7155",5,9,10,0.462323385113849
"7905",5,9,11,0
"8655",5,9,12,0
"9405",5,9,13,0
"10155",5,9,14,0
"10905",5,9,15,0
"455",5,10,1,0
"1205",5,10,2,0
"1955",5,10,3,0
"2705",5,10,4,0
"3455",5,10,5,0
"4205",5,10,6,0
"4955",5,10,7,0
"5705",5,10,8,0
"6455",5,10,9,0
"7205",5,10,10,-1
"7955",5,10,11,0
"8705",5,10,12,0
"9455",5,10,13,0
"10205",5,10,14,0
"10955",5,10,15,0
"505",5,11,1,0
"1255",5,11,2,0
"2005",5,11,3,0
"2755",5,11,4,0
"3505",5,11,5,0
"4255",5,11,6,0
"5005",5,11,7,0
"5755",5,11,8,0
"6505",5,11,9,0
"7255",5,11,10,0
"8005",5,11,11,-1
"8755",5,11,12,0.494088994072778
"9505",5,11,13,0
"10255",5,11,14,0
"11005",5,11,15,0.299223660832173
"555",5,12,1,0
"1305",5,12,2,0
"2055",5,12,3,0
"2805",5,12,4,0
"3555",5,12,5,0
"4305",5,12,6,0
"5055",5,12,7,0
"5805",5,12,8,0
"6555",5,12,9,0
"7305",5,12,10,0
"8055",5,12,11,0
"8805",5,12,12,-1
"9555",5,12,13,0.30079082644562
"10305",5,12,14,0
"11055",5,12,15,0
"605",5,13,1,0
"1355",5,13,2,0
"2105",5,13,3,0
"2855",5,13,4,0
"3605",5,13,5,0
"4355",5,13,6,0
"5105",5,13,7,0
"5855",5,13,8,0
"6605",5,13,9,0
"7355",5,13,10,0
"8105",5,13,11,0
"8855",5,13,12,0
"9605",5,13,13,-1
"10355",5,13,14,0.421203515216506
"11105",5,13,15,0
"655",5,14,1,0
"1405",5,14,2,0
"2155",5,14,3,0
"2905",5,14,4,0
"3655",5,14,5,0
"4405",5,14,6,0
"5155",5,14,7,0
"5905",5,14,8,0
"6655",5,14,9,0
"7405",5,14,10,0
"8155",5,14,11,0
"8905",5,14,12,0
"9655",5,14,13,0
"10405",5,14,14,-1
"11155",5,14,15,0.423788207287558
"705",5,15,1,0
"1455",5,15,2,0
"2205",5,15,3,0
"2955",5,15,4,0
"3705",5,15,5,0
"4455",5,15,6,0
"5205",5,15,7,0
"5955",5,15,8,0
"6705",5,15,9,0
"7455",5,15,10,0
"8205",5,15,11,0
